float-col,integer-col,string-col,extra-string-col,extra-integer-col
1.43,1802,James,Nicholas,Portugal
97.01,5849,Miller,Angela,Spain
16.28,7543,Hudson,Bonnie,Peru
20.14,1511,Garcia,Ronald,Indonesia
29.95,5610,Arnold,Johnny,Mauritius
58.3,3185,Miller,Patricia,Nigeria
93.37,5845,Green,Kathleen,Portugal
37.82,7924,Baker,Joshua,Portugal
52.34,8318,Griffin,Shawn,Botswana
80.25,6376,Stevens,Angela,Indonesia
4.72,1279,Harrison,Teresa,China
90.44,5396,Cole,Wayne,Portugal
69.82,132,Romero,Barbara,Portugal
37.1,9480,Gibson,Phillip,Portugal
78.37,5740,Hall,Jack,Slovenia
71.44,2934,Schmidt,Carl,Greece
34.12,4845,Thomas,Juan,Portugal
76.2,7025,Hill,Aaron,Indonesia
47.27,3905,Gilbert,Johnny,United States
61.17,1852,Stevens,Antonio,Bulgaria
1.94,3421,Ford,Bobby,Burkina Faso
10.75,9312,Spencer,Janice,Paraguay
42.35,5105,Franklin,Lori,Indonesia
96.39,1570,Carr,Howard,Ukraine
84.72,6550,Marshall,Mary,Portugal
24.32,2766,Spencer,Heather,Poland
10.73,6134,Jones,Todd,Czech Republic
36.76,8182,Cole,Sarah,China
84.86,7520,Harper,Doris,Portugal
73.77,3537,Lawrence,Juan,Belarus
44.04,4513,Mills,Alice,Portugal
44.95,4555,Myers,Juan,Portugal
54.5,7881,Sanchez,Bruce,Portugal
19.04,4772,Baker,Rebecca,Portugal
47.64,305,Kelley,Brenda,Portugal
66.37,142,Robinson,Sara,Portugal
1.12,2342,Wallace,Aaron,Israel
55.92,3798,Owens,Kathryn,Canada
50.49,8321,Graham,Debra,Portugal
88.71,2334,Burns,Wayne,Peru
41.1,6561,Robertson,Carlos,Thailand
50,1137,Ryan,Carlos,Armenia
66.58,2188,Griffin,Joyce,Madagascar
33.44,2794,Cunningham,Jacqueline,Brazil
17.32,4347,Pierce,Walter,Portugal
91.07,6633,Smith,Scott,Portugal
41.86,32,Robinson,Jack,Poland
13.44,2871,Cox,Barbara,Czech Republic
89.4,6552,Owens,Benjamin,Portugal
16.88,6302,Larson,Victor,Colombia
50.06,9257,Owens,Christine,Pakistan
36.3,9061,Matthews,Sara,Germany
84.29,5543,Nelson,Jesse,Portugal
38.67,8482,Stone,Phillip,China
41.03,7419,Willis,Brandon,Portugal
35.7,3503,King,Barbara,France
3.94,8033,Meyer,Philip,Portugal
69.55,7698,Green,Jean,Indonesia
49.23,3252,Hicks,Barbara,Indonesia
35.54,5952,Vasquez,Rachel,Portugal
22.42,990,Andrews,Arthur,Colombia
11.3,6764,Ruiz,Theresa,Armenia
21.97,9703,Carroll,Nancy,Brazil
37.18,8075,Sanchez,Teresa,China
82.86,7777,Cunningham,Timothy,Germany
85.85,7312,Reyes,Edward,Portugal
78.13,8507,Harvey,Martha,Portugal
12.71,6893,Evans,Mark,Portugal
48.88,5370,Hansen,Joe,Czech Republic
91.55,7881,Cunningham,Eric,Portugal
8.89,1729,Frazier,George,Portugal
30.88,3116,Gonzales,Marie,Ukraine
55.36,452,Arnold,Anna,Portugal
41.93,8167,Morales,Jason,United States
62.54,4621,Fields,Louis,Sudan
93.02,4611,Watkins,Daniel,Portugal
98.08,3984,Carter,Ralph,Egypt
77.5,9231,Perkins,Russell,China
35.36,4420,Hart,Jerry,China
64.17,5906,Vasquez,Earl,Portugal
53.73,5965,Campbell,Carol,Poland
23.02,9510,Davis,Joyce,Poland
30.35,8549,Long,Gary,Portugal
27.47,6053,Wheeler,Louis,Portugal
50.27,1096,Watson,Rachel,Portugal
10.46,7217,Morgan,Diana,Portugal
1.3,2497,Holmes,Benjamin,Indonesia
82.35,7664,Gray,Frances,Greece
61.36,2965,Montgomery,Howard,Portugal
45.07,7184,Brown,William,Portugal
32.54,7778,Evans,Nancy,Barbados
40.21,5009,Tucker,Rose,Cameroon
66.82,2930,Lee,Kevin,Portugal
56.01,6342,Grant,Juan,Portugal
22.84,3062,Jenkins,Kathryn,Egypt
37.92,9961,Henderson,Howard,Indonesia
4.55,1212,Burton,Antonio,Portugal
27.55,5755,Richardson,Marilyn,Portugal
35.08,1718,Simpson,Antonio,Ukraine
28.48,7934,Murray,Julia,Poland
35.5,3504,Willis,Laura,South Korea
44.15,1930,Ross,Arthur,China
80.23,7711,Crawford,Donna,China
40.84,4832,Bryant,Teresa,Philippines
88.83,9590,Murphy,Anna,Portugal
22.31,4432,Morrison,Rose,Poland
44.24,6711,Day,Ruby,Indonesia
40.99,6284,Russell,Cynthia,China
68.55,874,Shaw,Roy,China
37.96,9215,Gomez,Stephanie,Bangladesh
61.33,6486,Adams,Joyce,Portugal
11.64,1242,Cox,Deborah,Poland
91.89,4082,Austin,Heather,South Africa
14.36,9453,Dunn,Ronald,Guatemala
56.77,4127,Sims,Andrew,Sri Lanka
9.27,6226,Harrison,Kimberly,Indonesia
5.15,7710,Snyder,Paula,Philippines
85.7,5805,Jordan,Lillian,Portugal
48.29,4024,Elliott,Philip,Croatia
36.53,5674,Cox,Julia,France
77.91,607,Murray,Phillip,Greece
92.89,4938,Olson,Bruce,Portugal
36.72,2869,Andrews,David,Cuba
93.78,23,Ford,Theresa,China
46.46,9958,Rodriguez,Nicole,Indonesia
9.73,6030,Phillips,Craig,China
44.73,2694,Morris,Melissa,China
19.86,95,Robinson,Keith,Portugal
62.72,8840,Moreno,Andrew,Portugal
63.25,8590,Hansen,Patricia,Portugal
85.81,2594,Griffin,Roger,Thailand
14.33,9445,Nelson,Louise,Portugal
41.44,4770,Hamilton,Mildred,United Kingdom
19.62,5839,Foster,Dennis,Portugal
87.54,8260,Green,Lillian,Peru
55.23,4164,Grant,Jennifer,China
18.69,7373,Davis,Billy,China
43.67,1388,Murray,James,Afghanistan
56.68,1644,Perkins,Russell,China
89,8436,Powell,Laura,Portugal
26.98,3175,Stewart,Lois,Mali
26.76,4777,Armstrong,Benjamin,Portugal
19.86,4318,Hall,Kathleen,Pakistan
27.71,3311,Lawrence,Virginia,Poland
56.31,4281,Bryant,Robert,Portugal
5.14,3954,Clark,Johnny,Russia
13.05,9954,Edwards,Margaret,South Korea
31.91,4439,Cruz,Jessica,Tanzania
79.62,3143,Bryant,Carlos,China
12.37,4313,Schmidt,Harry,United States
80.43,7178,Richards,Amy,China
18.54,2061,Hill,Katherine,Guatemala
52.25,7616,Harrison,Juan,Portugal
73.95,9175,White,Richard,Chad
43.4,631,Bryant,Teresa,Philippines
12.01,5128,Peters,Victor,Portugal
47.28,4286,Brown,Anna,Poland
31.74,2873,Ortiz,Janet,China
91.58,317,Lawson,Bobby,Czech Republic
56.74,6965,Allen,Cheryl,Portugal
55.73,3273,Griffin,Melissa,Thailand
5.52,9561,Woods,Rose,Sweden
2.2,1142,Lopez,Kathryn,Sweden
47.44,8278,Russell,Jeffrey,Indonesia
60.37,6437,West,Dennis,Poland
21.16,5950,Robertson,George,Slovenia
2.69,647,Cunningham,Mark,Nicaragua
32.47,9953,George,Todd,Portugal
30.01,7019,Hernandez,Joshua,France
91.85,1186,Walker,Earl,Mexico
29.89,2539,Harrison,Billy,Kazakhstan
4.17,5174,Carter,Roger,Portugal
65.3,1825,Hansen,Emily,Russia
5.66,4705,Matthews,Benjamin,Serbia
88.51,7709,Harvey,Kenneth,Thailand
31.47,1589,Payne,Patricia,Portugal
39.02,1697,Burton,Catherine,Mongolia
35.72,2529,Daniels,Nicholas,Mexico
43.94,8361,Hanson,Bonnie,Montenegro
47,8836,Murphy,Bruce,France
44.74,1802,Wagner,Andrea,Poland
42.77,954,Kim,Elizabeth,Morocco
29.58,2230,Mason,Douglas,China
50.07,9616,Lewis,Julie,Indonesia
45.28,6545,Coleman,Adam,Argentina
34.5,8910,Murray,Keith,Philippines
55.27,5474,Cruz,Martha,Syria
94.23,7028,Smith,Jacqueline,Thailand
42.04,9619,Young,Angela,Portugal
48.7,2623,Nguyen,Jimmy,Peru
16.91,3577,Taylor,Lori,China
52.6,6885,Frazier,Andrea,Indonesia
24.08,547,Myers,Arthur,Ghana
73.7,6422,Williamson,Brenda,Greece
17.39,9757,Perkins,Elizabeth,Portugal
47.61,6749,Berry,Amy,Mexico
54.62,7415,Olson,Antonio,Portugal
3.64,9973,Lynch,Sarah,Portugal
71.1,9165,Myers,Anne,Russia
13.55,1492,Howell,Bobby,Poland
98.42,5710,Franklin,Melissa,Peru
81.54,2468,Wallace,Joan,Portugal
18.83,620,Austin,Anne,Portugal
51.1,7788,Hansen,Martha,China
43.85,5243,Kelley,Andrew,Greece
34.22,3818,Reynolds,Deborah,China
97.6,8708,Morrison,Nicholas,Portugal
58.73,8748,Robertson,Ann,Philippines
85.38,9566,Lewis,Deborah,China
17.37,1381,Berry,Paul,China
58.05,4393,Murphy,Larry,Colombia
25.12,8285,Graham,Annie,Portugal
96.49,8926,Evans,Evelyn,Sweden
85.65,3677,Brooks,Rose,Portugal
50.16,6752,Stone,Adam,Portugal
44.47,7494,Kelly,Sharon,Portugal
38.69,3268,Miller,Louise,Philippines
66.44,145,Lane,Harry,Slovenia
22.34,5755,Patterson,Edward,Portugal
36.13,8860,Hernandez,Victor,Indonesia
47.28,240,Carroll,Howard,Russia
60.18,1351,Hawkins,Alan,Argentina
21.92,4909,Duncan,Louis,Albania
62.27,9652,Reid,Ruby,Portugal
3.95,6676,Fowler,Russell,Indonesia
24.28,5969,Franklin,Christopher,Indonesia
47.02,6727,Roberts,Eric,Portugal
15.6,3142,Brown,Beverly,France
34.59,5839,Ward,Jerry,Portugal
18.99,4916,Cole,Aaron,United States
78.81,2741,Sullivan,Andrew,Sweden
42.8,7377,Allen,Nancy,Portugal
66.81,6939,Long,Melissa,Indonesia
53.78,543,Wood,Thomas,Portugal
51.72,7929,Baker,Brandon,Portugal
43.04,6286,Jones,Sandra,Portugal
48.59,525,Ramirez,Helen,Serbia
14.37,3193,Rivera,Steven,France
32.95,3865,Banks,Andrew,China
79.53,9743,Bailey,Jane,Brazil
32.45,2778,Hawkins,Jeffrey,Indonesia
83.51,2375,Ray,Andrew,Sweden
50,6069,Carr,Joe,China
17.08,5349,Walker,Juan,France
19.43,2338,Frazier,Maria,Czech Republic
15.07,3472,Nichols,Barbara,Bosnia and Herzegovina
56.45,9046,Cooper,Thomas,Russia
26.04,3719,Thomas,Linda,China
54.84,9623,Young,Arthur,China
22.87,2174,Medina,Joe,Portugal
36.31,5044,Mills,Mary,Morocco
80.32,8838,Long,Aaron,Gambia
90.4,7156,Carter,Joan,United States
17.68,8831,White,Virginia,Mexico
32.26,717,Miller,Alan,Albania
12.63,8769,Hansen,Carl,Indonesia
94.25,2773,Henry,Robin,Indonesia
28.05,3827,Howard,Emily,Sweden
86.98,4805,Scott,Donna,China
33.73,2654,Stewart,Annie,Japan
86.53,6415,Gonzalez,Ruth,Portugal
71.02,6644,Lynch,Rachel,Philippines
5.15,4577,Ruiz,Cynthia,Cameroon
7.79,8439,Taylor,Arthur,Japan
71.19,9473,Rice,Wanda,China
68.79,8049,Hill,Russell,Vietnam
69.53,6395,Henry,Carlos,Indonesia
30.54,7859,Austin,Richard,China
99.28,3504,Perry,Phillip,Portugal
8.69,1953,Montgomery,Kathryn,Brazil
43.64,1282,Carpenter,Doris,France
14.89,8741,Hamilton,Daniel,United Kingdom
32.9,7065,Carr,Victor,Portugal
50.99,4328,Matthews,Margaret,Czech Republic
22.7,8779,Reed,Joseph,Philippines
19.22,9603,James,Melissa,Portugal
91.32,437,Edwards,Diana,France
15.63,8062,Cooper,Jonathan,Portugal
67.34,808,Carroll,Lillian,China
63.99,5183,Reyes,Sandra,Bulgaria
60.81,7020,Stevens,Ernest,Argentina
19.56,404,Gilbert,Shawn,Philippines
62.44,5634,Ramirez,Jane,Morocco
12.62,5439,Bryant,Anne,Portugal
43.46,2855,Owens,Stephen,Brazil
62.06,1468,Phillips,Katherine,Indonesia
7.87,6295,Gray,Annie,Portugal
2.24,5826,Mitchell,Harold,Thailand
9.42,6684,Reyes,Shawn,Guatemala
31.82,5176,Myers,Teresa,Philippines
37.26,36,Bishop,Christina,Canada
7.59,6716,Lawson,Ruby,United States
69.15,5296,Johnston,Carl,Portugal
92.46,7965,Murphy,Amy,Portugal
10.61,7524,Jones,Phyllis,China
39.94,1942,Williams,Keith,Portugal
36.67,9282,Cooper,Christina,Cyprus
22.81,4243,Moore,Fred,Indonesia
17.59,2823,Butler,Michelle,Portugal
9.29,5944,Freeman,Jeffrey,China
37.03,2700,Lynch,Barbara,Portugal
70.29,2503,Gibson,Stephen,Israel
62.7,8120,Foster,Frank,Portugal
13.8,8642,Bishop,Cheryl,Philippines
96.9,1264,Medina,Judith,Portugal
77.19,8722,Reynolds,Harry,Indonesia
15.15,4145,Peterson,Donald,Sweden
45.19,3987,Ryan,Justin,China
35.43,3128,Reynolds,Howard,Portugal
22.04,9786,Hunt,Linda,Cuba
70.65,9413,Berry,Eric,United States
19.68,4448,Lawrence,Carol,China
40.91,9179,Harris,John,Portugal
72.47,7317,Johnson,Walter,Brazil
74.34,4342,Diaz,Sara,Poland
61.87,2478,Miller,Ruby,Indonesia
39.02,9269,Boyd,Randy,Morocco
86.26,4856,Robertson,Janice,China
53.96,7057,Welch,Johnny,Greece
80.33,7169,Ferguson,Tina,Niger
85.11,7931,Olson,Stephanie,Lesotho
31.41,689,Bryant,Frances,Russia
54.79,484,Wagner,Julia,China
66.96,4343,Hunt,Angela,Portugal
31.04,5108,King,Shirley,Indonesia
43.39,9851,Hanson,Janice,Tanzania
76.04,916,Day,Clarence,Portugal
42.29,5593,Snyder,Stephen,Portugal
82.55,7166,Riley,Jimmy,Indonesia
55.97,12,Simmons,Ryan,Argentina
50.31,333,Johnson,Henry,Portugal
16.71,6066,Morales,Catherine,Sri Lanka
99.74,7544,Alvarez,Billy,Thailand
14.88,9564,Price,Bruce,Indonesia
13.71,3292,Weaver,Sean,Pakistan
45.83,5152,Wilson,Bruce,Portugal
98.56,4059,Greene,Susan,Portugal
76.08,2851,Sullivan,Christopher,Afghanistan
98.17,2191,Elliott,Juan,Russia
40.87,3657,Powell,Larry,China
4.8,8449,Grant,Peter,France
61.44,217,Mills,Jack,Bolivia
79.71,9895,Simmons,Donald,Portugal
14.95,4359,Medina,Kevin,China
32.75,7277,White,Jeffrey,Uruguay
19.21,3497,Howard,Sean,Nigeria
15.51,298,Gordon,Jessica,Egypt
62.72,783,Griffin,Catherine,United States
82.61,2702,Ross,Carol,China
76.81,7580,Grant,Ruby,Ireland
74.76,4803,Thompson,Catherine,Argentina
1.71,2805,Brown,George,Portugal
81.51,7472,Perry,Norma,Mexico
86,4120,Hayes,Brian,Portugal
94.86,2402,Nguyen,Mildred,Finland
41.66,7718,Graham,Mildred,Montserrat
62.85,3616,Smith,Mark,Russia
53.64,1712,Morris,Sara,Portugal
25.96,5916,Stevens,Teresa,Portugal
31.1,9089,Hansen,Evelyn,Portugal
66.22,5755,Banks,Charles,Poland
96.86,5018,Johnston,Steven,Portugal
68.98,5551,West,Nicholas,France
12.84,1987,Burke,Anna,Lithuania
22.05,3052,Harper,Anna,China
4.41,4564,Jenkins,Nicholas,Tunisia
51.46,4101,Edwards,Thomas,Sweden
18.77,8017,Little,Shawn,Nigeria
8.97,3884,Robertson,Keith,Myanmar
3.57,1480,Rice,Walter,Portugal
15.17,8963,Jordan,Patricia,Jordan
2.04,8355,Mendoza,Jonathan,Japan
91.02,9302,Patterson,Benjamin,Poland
94.74,6800,Howard,Angela,Portugal
65.46,8701,Wells,Julia,Vietnam
34.85,6025,Larson,Kelly,Portugal
76.11,2027,Barnes,Lisa,Indonesia
60.06,3490,Gutierrez,Joyce,Indonesia
68.06,8692,Dean,Jean,China
41.52,4572,Walker,Patrick,Portugal
14.87,8824,Matthews,Gregory,Greece
99.77,341,Lawrence,William,Azerbaijan
57.75,9600,Morgan,Edward,France
69.82,1039,Vasquez,Judith,Indonesia
47.65,3728,Dean,Julia,Cameroon
12.42,7049,Fox,Jane,Portugal
83.59,1056,Weaver,Nicole,China
74.19,7613,Webb,Katherine,Georgia
85.14,2027,Russell,Norma,Philippines
37.81,1149,Reed,Mary,Portugal
1.62,8172,Ramirez,Gary,Portugal
42.47,2101,Gonzalez,Paula,China
27.49,7310,Baker,Howard,Malawi
90.37,6422,Washington,Jane,Guatemala
95.09,3942,Stanley,Carol,Portugal
46.06,2719,Sanchez,Brandon,Peru
1.03,4365,Hawkins,Jesse,China
25.57,7468,Hunt,Amy,Indonesia
42.81,1553,Bennett,Cynthia,Botswana
14.39,9471,Martinez,Randy,Portugal
62.43,7584,Hunt,Alice,Indonesia
89.04,10,Simpson,Benjamin,Portugal
9.39,9960,Berry,Roy,Portugal
48.31,8305,Bailey,Timothy,China
75.37,7793,Thomas,Wayne,Canada
87.07,8020,Bryant,Lois,Portugal
40.48,9549,Baker,Samuel,Philippines
77.28,4649,Carpenter,Stephanie,Indonesia
61.41,7264,Fuller,Mark,Czech Republic
62.62,5983,Powell,Ronald,Colombia
69.67,1683,Mitchell,Robert,Portugal
94.35,7381,Andrews,Marie,Indonesia
50.15,6990,Young,Kelly,China
30.11,4894,Price,Carlos,United States
80.82,7700,Alexander,Patrick,Portugal
98.89,8263,Nichols,Tammy,Portugal
62.96,4613,Kelly,Alice,Indonesia
94.53,9275,Brooks,Tina,Brazil
68.66,3418,Stephens,Timothy,Portugal
88.45,6467,Fox,Stephen,Czech Republic
42.43,3482,Richards,Jane,Indonesia
7.4,1184,Olson,Kevin,Indonesia
43.65,9664,Wheeler,Wayne,China
3.58,3565,Hawkins,Dorothy,Russia
36.52,5147,Moore,Deborah,Vietnam
37.06,1688,Peters,Daniel,Philippines
33.93,8633,Ramos,Amanda,France
93,488,Day,Emily,Indonesia
8.12,8061,Green,Sara,Norway
8.31,2351,Alexander,Maria,Brazil
14.47,7285,Peterson,Jennifer,Brazil
79.39,9578,Brooks,Stephen,Netherlands
24.88,9920,Bowman,Janet,Philippines
68.59,1263,Stevens,Albert,China
60.83,2284,Howard,Dorothy,China
9.19,9719,Mcdonald,Pamela,Nicaragua
94.66,1741,Wilson,William,Colombia
30.25,9464,Medina,Paul,Portugal
6.72,7188,Miller,Doris,Central African Republic
45.77,5414,Lee,Jesse,Portugal
65.5,9658,Powell,Nicholas,Russia
93.78,6804,Stanley,Benjamin,Nigeria
67.72,4836,Nelson,Bonnie,Philippines
4.79,7380,Burns,Eugene,Portugal
49.25,2762,Mason,Justin,Russia
12.31,1501,Hall,Jesse,Portugal
12.9,972,Campbell,Lisa,China
11.99,3053,Perry,Howard,Indonesia
4.69,7540,Garrett,Marie,Portugal
3.79,4088,Gardner,Lois,Czech Republic
67.06,3573,Gomez,Pamela,Portugal
92.77,4136,Cook,Elizabeth,Colombia
67.98,4972,Shaw,Arthur,Reunion
52.28,6130,Barnes,Michelle,Portugal
77.75,8027,Carter,Jack,Canada
44.39,101,Hudson,Billy,Indonesia
64.57,8950,Coleman,Michael,Portugal
20.86,2263,Alexander,Peter,China
6.96,2988,Hernandez,Douglas,Poland
40.36,4791,Martinez,Jesse,China
63.29,2115,Stephens,Marilyn,Peru
53.63,668,Turner,Karen,France
46.58,616,Moore,Maria,Portugal
76.54,9982,Clark,Julie,China
31.5,6215,Kennedy,Paul,Mexico
32.03,8895,Boyd,Patricia,Argentina
80.65,5234,Gonzales,Craig,Japan
51.82,7058,Williams,Roy,Peru
49.52,7738,Davis,Antonio,Croatia
56.04,9811,Robinson,Judith,Finland
39.16,4878,Rivera,Ruby,Portugal
24.19,4041,Hill,Michael,Vietnam
82.27,7354,Knight,Kimberly,Indonesia
38.94,5987,Bryant,Virginia,Portugal
88.17,4361,Gutierrez,Phyllis,Russia
73.89,6793,Williams,Lisa,Brazil
40.48,4127,Simmons,Kathleen,Portugal
70.31,9529,Ray,Janice,Zimbabwe
74.55,4612,Price,Jennifer,Russia
68.2,6767,Watson,Kathy,France
13.49,5878,Porter,Jeffrey,Portugal
42.99,7165,Reed,Nicholas,Cuba
72.37,3367,Perez,Sandra,Portugal
51.15,8717,Collins,Gregory,Indonesia
50.85,9884,Cruz,Jennifer,United States
70.91,1370,Mcdonald,Patricia,China
49.35,7011,Diaz,Michael,Uruguay
51.2,6041,Knight,Maria,Portugal
18.27,5908,Sullivan,Eugene,China
60.38,5022,Chavez,Justin,Portugal
7.09,340,Jacobs,Cheryl,Canada
60.43,4981,Webb,John,Malaysia
99.49,283,Kelly,Carol,Portugal
60.5,3574,Carpenter,Sandra,Portugal
90.1,8078,Fields,Ashley,China
65.56,144,Williams,Amanda,Portugal
21.52,8720,Taylor,Lawrence,Brazil
64.48,7556,Bishop,Juan,China
28.64,4864,James,Shirley,Russia
22.22,2757,Bell,Joseph,China
24.51,4708,Fuller,Phillip,China
6.56,2019,Scott,Judy,Indonesia
36.95,4788,Armstrong,Cheryl,China
62.71,1441,Perez,Howard,Sweden
97.81,193,Allen,Paula,Portugal
44.15,2879,Ramos,Gary,Vietnam
40.62,5905,Wallace,Earl,South Korea
81.1,9403,White,Amanda,Cameroon
51.14,2191,Vasquez,Anne,Portugal
59.86,3214,Perry,David,Russia
41.77,7607,Adams,David,France
6,4942,Garza,Cynthia,Vietnam
71.18,6387,Clark,Lawrence,Portugal
24.29,8159,Davis,Kathleen,Portugal
51.07,9770,Hughes,Marilyn,Portugal
93.13,8805,Diaz,Linda,Portugal
20.02,440,Pierce,Peter,Thailand
89.12,6497,Marshall,Justin,Mauritius
97.56,9597,Coleman,James,Portugal
92.38,3783,Lynch,Terry,China
70.5,5503,Clark,Jerry,Norway
35.8,1546,Simpson,Jeremy,Ireland
35.73,1385,Ferguson,Cheryl,China
66.02,634,George,Alan,Portugal
14.81,4408,Bell,Rebecca,Czech Republic
79.71,9388,Rogers,Jacqueline,Thailand
99.24,6106,Wilson,Joyce,Brazil
16.57,4684,Fields,Sandra,France
39.5,9305,Montgomery,Donna,South Africa
16.3,1753,Robertson,Rebecca,France
54.2,4643,Berry,Ruth,Bosnia and Herzegovina
66.06,9267,Green,Alan,Malaysia
48.07,6999,Owens,Virginia,United States
3.16,33,Allen,Frank,China
38.22,1393,Johnston,Mildred,China
83.74,3449,Butler,Russell,Philippines
44.26,9056,Hanson,Adam,Andorra
55.85,6094,Parker,Philip,Argentina
59.31,3701,Fields,Walter,Russia
57.06,571,Riley,Jeremy,Portugal
62.68,7933,Harper,Nicholas,Indonesia
88.57,8395,Mitchell,Jose,Portugal
4,1276,Gutierrez,Juan,Portugal
59.74,8703,Hayes,Bonnie,Portugal
54.45,7860,Owens,Gloria,Finland
42.24,1707,Jacobs,Laura,Portugal
9.54,9166,Fowler,Virginia,Saint Martin
76.47,4990,Welch,Shirley,Montenegro
19.01,754,Weaver,Bonnie,Portugal
98.54,8656,Gardner,Eugene,Portugal
41.55,5935,Phillips,Alan,China
2.97,7085,Ramos,William,Portugal
99.69,6128,Harrison,Ruby,Tanzania
66.93,3258,Lee,Andrew,Albania
52.03,4627,Fuller,William,Mexico
81.11,725,Bailey,Robert,Czech Republic
26.62,1795,Andrews,Robin,Poland
78.1,3352,Hanson,Alan,El Salvador
29.2,6871,Chapman,Daniel,Philippines
13.05,1205,Taylor,Antonio,Portugal
49.2,6753,Watkins,Jesse,Indonesia
33.38,6621,Gilbert,Lillian,Mexico
53.38,9929,Bradley,Brenda,Greece
7.28,3321,Hughes,Jimmy,China
14.05,5689,Bowman,Terry,Luxembourg
34.69,9224,Armstrong,Billy,China
6.86,1231,Stewart,Aaron,Finland
68.02,1029,Hunt,Kelly,Russia
4.98,5064,Fields,John,China
62.69,8981,Welch,Rebecca,Portugal
63.8,2115,Peterson,Evelyn,Portugal
81.73,8120,Romero,Linda,Iran
93.18,9533,Thomas,Sharon,Portugal
32.03,1401,Hernandez,Terry,Russia
42.54,3118,Martinez,Eric,China
6.3,442,Martinez,Jessica,Malaysia
87.36,5977,Franklin,Janice,Afghanistan
87.86,9568,Andrews,Mark,Portugal
86.16,9815,Kelly,Terry,Portugal
8.09,6377,Morgan,Julie,Pakistan
88.62,3079,Howard,Joan,China
15.66,7040,Sanders,Thomas,Portugal
28.86,823,Grant,Walter,Cayman Islands
7.39,8747,Morales,Paula,Portugal
74.68,6027,Sanchez,Jack,Brazil
13.16,4330,Armstrong,Sarah,Zambia
92.8,6393,Harper,Kelly,China
51.64,7407,Reynolds,Kathryn,Jamaica
73.22,6076,Simmons,Steven,Portugal
72.95,3656,Thompson,Sara,Portugal
27.89,5709,Reed,Philip,Portugal
1.55,8222,James,Julia,China
58.82,9012,Brooks,Joyce,Portugal
76.87,393,Ramos,Stephen,Indonesia
72.35,2676,Reyes,Janet,Portugal
57.43,2476,Henry,Sean,France
93.95,8127,Warren,Marilyn,Portugal
48.83,9521,Montgomery,Michelle,Japan
21.8,5810,Hudson,Michelle,Nigeria
5.13,872,Gilbert,Walter,China
14.47,2351,Lawson,Jane,Japan
21.48,9462,Daniels,Todd,Bulgaria
46.04,5216,Taylor,Patrick,South Africa
28.06,1257,Holmes,Diana,Ukraine
51.01,4579,Williams,Lisa,Portugal
63.66,5623,Chavez,Thomas,Russia
9.58,8486,Hicks,Linda,China
60.57,4714,Jordan,Ruth,Philippines
9,3806,Gardner,Lois,Czech Republic
25.93,6194,Howard,Henry,Argentina
23.4,3583,Martin,Marilyn,Brazil
73.19,2069,Johnson,Maria,Portugal
76.48,1293,Tucker,Earl,Portugal
18.84,7536,Perez,Kathryn,Trinidad and Tobago
39.25,7992,Wright,Ashley,Peru
27.78,1323,Little,Edward,Indonesia
47.27,960,Johnston,Charles,Brazil
26.86,8663,Marshall,Christine,Portugal
65.81,8899,Morrison,Joshua,Bhutan
14.27,4943,Sullivan,Evelyn,Bangladesh
95.07,2838,Porter,Dorothy,Poland
53.5,7736,Cooper,Shawn,Senegal
83.82,8787,Mills,Kimberly,Egypt
29.49,2763,Perry,Betty,Portugal
13.25,6009,Andrews,Peter,Portugal
94.12,5018,Gardner,Paul,Indonesia
22.55,6053,Simmons,Doris,Portugal
72.32,8936,White,Daniel,China
79.86,1007,Freeman,Brandon,France
44.77,5615,Olson,Edward,Iran
81.14,790,Johnson,Sarah,Uruguay
90.24,8726,Fuller,Andrea,Portugal
31.8,3305,Dunn,Pamela,Portugal
19.95,7185,Bowman,Marilyn,Brazil
35.76,2651,Morrison,Carlos,Nigeria
30.88,6470,Wells,Alan,Nigeria
62.01,6823,Martinez,Brian,China
41.76,442,Webb,Stephen,Philippines
58.09,2725,Robertson,Phillip,Moldova
97.41,5512,Jackson,Gloria,China
6.29,5837,Weaver,Christine,Philippines
37.85,5871,Stanley,Roy,Brazil
49.26,34,Gibson,Kathleen,Indonesia
30.38,2381,Ramirez,Jean,Portugal
42.75,4836,Watkins,Joshua,Uruguay
51.67,8773,Hansen,Samuel,Sierra Leone
36.04,8469,Boyd,Christine,Portugal
79.78,6398,Duncan,Scott,Russia
72.61,354,Hayes,Ronald,Mexico
93.03,1265,Williams,Angela,Russia
25.98,3474,Stewart,Jason,China
53.35,7162,Hart,Jane,North Korea
8.99,7969,Long,Diane,Cuba
75.63,5572,Elliott,Shirley,France
82.78,8822,Lane,Howard,China
85.97,9482,Bryant,Barbara,Bolivia
12.98,1031,Crawford,Maria,Philippines
55.65,737,Lane,Ralph,Jamaica
58.34,2796,Oliver,Shawn,Greece
80.38,621,Wood,Roy,Portugal
46.55,9027,Taylor,Walter,Portugal
95.27,35,Marshall,Gregory,Myanmar
55.97,5998,Mendoza,Joseph,Portugal
53.78,4894,Dean,Dennis,China
6.96,1461,Marshall,Paul,United States
68.14,2427,Walker,Carl,Portugal
45.36,2254,Carter,Samuel,Portugal
36.05,5519,Mccoy,Joseph,China
89.98,1149,Gonzales,Anthony,Panama
27.34,2679,Garcia,Kathryn,Portugal
